,name,country,sector,founded,marketcap,revenue,employees,website,ceo
17211,MATADOR RESOURCES,USA,ENERGY OIL GAS,2003,6810000000,2910000000,2860,HTTP://WWW.MATADORRESOURCES.COM,MR JOSEPH WM FORAN
17212,MATAS,ALLER D,DRUG RETAILERS,1949,,,,,
17213,MATAS A S,DENMARK,,,,,2250,,
17214,MATBA ROFEX SA,ARGENTINA,,,,,,,
17215,MATCH GROUP,UNITED STATES,IT SOFTWARE SERVICES,2009,12880000000,3000000000,2540,,SHARMISTHA DUBEY
17216,MATCHING MAXIMIZE SOLUTION PUBLIC COMPANY LTD,THAILAND,,,,,,,MR CHAYANONT ULIT
17217,MATERIA PRIMA,ITALY,SUPPORT SERVICES,2012,,3,5,HTTPS://WWW.MATERIA1A.IT,
17218,MATERIAL SECURITY,UNITED STATES,CYBERSECURITY,2017,,,,,
17219,MATERIALISE NV,BELGIUM,D PRINTING SOFTWARE TECH,1990,580000000,,,,
17220,MATERIALS ANALYSIS TECHNOLOGY INC,TAIWAN,,,,,,,DR YONG FEN HSIEH
17221,MATERION,USA,DATA MANAGEMENT ANALYTICS,1931,1850000000,1710000000,3443,HTTPS://MATERION.COM,MR MATTHEW J COX
17222,MATERNUS KLINIKEN AG,GERMANY,,,,,1643,,
17223,MATEX INTERNATIONAL LTD,SINGAPORE,,,,,,,DR PANG KEE TAN
17224,MATHIEUSPAETER 14567762,HARJU MAAKOND TALLINN KRISTIINE LINNAOSA SPORDI TN,MUSIC AND ART EDUCATION,,,,,,
17225,MATHWORKS,INDIA,SOFTWARE PRODUCT,2008,,,,,
17226,MATICA HRVATSKA,ZAGREB,PUBLISHING,1842,,,,,
17227,MATIV HOLDINGS,HONG KONG,PULPANDPAPER PACKAGING,,1140000000,1610000000,5100,,MS HIU HAR YIP
17228,MATIX FERTILISERS CHEMICALS,INDIA,CHEMICALS,2009,,,,,
17229,MATKURSPACETECHNOLOGYO 12610778,HARJU MAAKOND TALLINN PIRITA LINNAOSA LOOKLEV TEE,PRODUCTION OF TELEVISION PROGRAMMES,,,,,,
17230,MATOOMA,FRANCE,TELECOMS,2012,,8,34,HTTPS://WWW.MATOOMA.COM,
17231,MATRA MARCONI SPACE,TOULOUSE,AEROSPACE,1996,,,,,
17232,MATRIMONY COM,INDIA,INTERNET,1997,,,,,
17233,MATRIX BUSINESS SERVICES,INDIA,ANALYTICS KPO,2003,,,,,
17234,MATRIX CLOTHING,INDIA,FASHION TEXTILE,1980,,,,,
17235,MATRIX IT,ISRAEL,FINTECH,2019,1689000000,1336000,10000,HTTPS://WWW.MTXIT.COM/,MR ZIV MANDL
17236,MATRIX MEDIA SOLUTIONS,INDIA,IT SERVICES CONSULTING,2003,,,,,
17237,MATRIX SERVICE,USA,ENGINEERING PROFESSIONAL SERVICES,1882,160000000,740000000,2810,HTTPS://WWW.MATSON.COM,
17238,MATSALURAHVUSPARGIADMINISTRATSIOON 70003141,,,,,,,,
17239,MATSMART,SWEDEN,ECOMMERCE,2013,,49576899,164,HTTPS://WWW.MATSMART.SE/,
17240,MATSUDA SANGYO CO LTD,JAPAN,,1931,1790000000,234000000,1468,HTTPS://WWW.MATSUI.CO.JP/EN/,MR AKIRA WARITA
17241,MATSUMOTO KIYOSHI,JAPAN,PHARMACY DRUGSTORE,2007,4826000000,5327000,6569,HTTPS://WWW.MATSUMOTOKIYOSHI-HD.CO.JP/,
17242,MATSUSEI,,SUPERMARKET,,,,,,
17243,MATT SLEEPS,THE NETHERLANDS,INTERIORS,2016,,9789240,6,HTTPS://WWW.MATTSLEEPS.COM/,
17244,MATTEL,USA,TOYS AND ENTERTAINMENT,1945,7050000000,5820000000,36300,HTTPS://WWW.MATTEL.COM,MR YNON KREIZ
17245,MATTHEWS INTERNATIONAL CORPORATION,USA,CONGLOMERATE,,960000000,1740000000,11000,HTTPS://WWW.MATW.COM/,
17246,MATTIOLI WOODS PLC,UNITED KINGDOM,,,,,832,,MR IAN THOMAS MATTIOLI M B E MBE
17247,MATTRESS HOLDCO INC,UNITED STATES,HEALTH,2014,,,,,
17248,MATTSENKUMAR,INDIA,BPO,2010,,,,,
17249,MATUSPAO 16527778,VILJANDI MAAKOND VILJANDI VALD HENDRIKUM ISA K LA VALLA,BUSINESS AND OTHER MANAGEMENT CONSULTANCY ACTIVITIES,,,,,,
17250,MAUCHER CONSULT,GERMANY,CONSTRUCTION,2016,,1952000,15,HTTPS://WWW.MAUCHERCONSULT.COM/,
17251,MAUNA KEA TECHNOLOGIES SA,FRANCE,ENERGY RENEWABLE ENERGY MANUFACTURING,1969,1830000000,1740000000,99,HTTPS://WWW.MAXAR.COM/,MR JEFFREY W WATERS
17252,MAURICES CAREERS,DULUTH,RETAIL,1931,,,7500,WWW.MAURICES.COM,
17253,MAVEN WAVE PARTNERS,UNITED STATES USA,IT SERVICES CONSULTING,2008,,,,,
17254,MAVEN WIRELESS SWEDEN AB,SWEDEN,,,,,31,,MR FREDRIK EKSTROM
17255,MAVENIR SYSTEMS,UNITED STATES,SOFTWARE PRODUCT,2017,650000000,47,1647,HTTPS://MAVERIC-SYSTEMS.COM/,
17256,MAVERIX METALS,CANADA,MINING GOLD MINING,,720000000,,9,,MR DANIEL O FLAHERTY
17257,MAVI GIYIM SANAYI VE TICARET,TURKEY,,1991,3308000000,,5003,HTTPS://WWW.MAVI.COM/,MR AHMET CUNEYT YAVUZ
17258,MAVIC,ANNECY,RECREATIONAL PRODUCTS,1889,,4959694,48,HTTPS://WWW.MAVOCO.COM/,
17259,MAW MEN AT WORK AGENZIA PER IL LAVORO SPA,ITALY,,,,,,,
17260,MAWANA SUGARS,INDIA,FOOD PROCESSING,1961,3731000000,3903000000,19,,
17261,MAWDSLEY BROOKS COMPANY LIMITED,UNITED KINGDOM,,,,,,,
17262,MAWSON INFRASTRUCTURE GROUP INC,AUSTRALIA,,,,,7,,MR JAMES EDWARD MANNING
17263,MAWSONIA,UNITED KINGDOM,MEDIA,2010,,2,10,HTTPS://WWW.MAWSONIA.COM,
17264,MAX AICHER GROUP,FREILA ING,INDUSTRIAL MANUFACTURING,1924,,1148,4000,WWW.MAX-AICHER.DE,
17265,MAX AUTOMATION SE,GERMANY,,,,,1593,,DR CHRISTIAN DIEKMANN
17266,MAX BUPA HEALTH INSURANCE COMPANY,INDIA,FICIAL SERVICES,2008,3520000000,,,,
17267,MAX CO LTD,JAPAN,,,,,2507,,MR MITSUTERU KUROSAWA
17268,MAX DATA ENTRY SERVICES,,BPO,,,,,,
17269,MAX FACTOR,UNITED ARAB EMIRATES UAE,COSMETICS,2014,,,,,
17270,MAX HEALTHCARE,INDIA,HEALTHCARE,2001,,,,,
17271,MAX KELSEN,AUSTRALIA,TECHNOLOGY,2015,,3,24,HTTPS://MAXKELSEN.COM/,
17272,MAX L NING GMBH CO KG,RIETBERG,CONSUMER PRODUCTS,1853,,654,1625,WWW.LUENING.DE,
17273,MAX LIFE INSURANCE,INDIA,INSURANCE,2000,,,,,
17274,MAX METAL CORP PUBLIC COMPANY LTD,THAILAND,,,,,,,MR CHATREE CHUENSUKSINSUP
17275,MAX SIGHT GROUP HOLDINGS LTD,HONG KONG,,,,,50,,MR TIEN KAY CHAN
17276,MAXCOM TELECOMUNICACIONES S A B DE C V,MEXICO,,,,,224,,MR ERIK GONZ LEZ LAUREANO
17277,MAXCYTE,USA,PHARMACEUTICALS BIOTECH,,560000000,33000000,65,HTTPS://MAXCYTE.COM/,
17278,MAXEUROPE,PLOVDIV,RECREATIONAL PRODUCTS,1996,,,,,
17279,MAXFASTIGHETER I SVERIGE AB,SWEDEN,,,,,9,,
17280,MAXFEL S R L,ITALY,ARREDAMENTO,,,,2201,,
17281,MAXI CASH FINANCIAL SERVICES CORP LTD,SINGAPORE,,,,,,,MR LEOK CHENG NG
17282,MAXI DI SRL,ITALY,RETAIL TRADE,1975,,,,,
17283,MAXI MULTISERVICES,INDIA,FINTECH,2015,,,,,
17284,MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO FII,BRAZIL,,,,,,,
17285,MAXIM INTEGRATED,UNITED STATES USA,SEMICONDUCTORS,1983,27700000000,2632000,7100,HTTPS://WWW.MAXIMINTEGRATED.COM/,TUNC DOLUCA
17286,MAXIM INTEGRATED PRODUCTS INC,UNITED STATES,TECHNOLOGY,1983,23440000000,,7100,,
17287,MAXIM POWER CORP,CANADA,,,,,33,,MR M BRUCE CHERNOFF
17288,MAXIMA EESTI OU,ESTONIA,,,,,,,
17289,MAXIMS,USA,COFFEE,1975,4800000000,4254000000,35800,HTTPS://WWW.MAXIMUS.COM/,
17290,MAXINFRA,INDIA,REAL ESTATE,1975,,,,,
17291,MAXINGVEST AG,HAMBURG,CONSUMER PRODUCTS,1949,,10829,29712,WWW.MAXINGVEST.DE,
17292,MAXITRANS INDUSTRIES LIMITED,AUSTRALIA,,,,,,,MR PETER OIVA LOIMARANTA B COMMERCE CA
17293,MAXLINEAR,USA,,2003,3994000000,892000000,1503,HTTPS://WWW.MAXLINEAR.COM,
17294,MAXLINEAR CAREERS,CARLSBAD,COMPUTER HARDWARE,2003,,,350,WWW.MAXLINEAR.COM,
17295,MAXNERVA TECHNOLOGY SERVICES LTD,HONG KONG,,,,,543,,MR LITING CAI
17296,MAXOP ENGINEERING CO,INDIA,INDUSTRIAL MACHINERY,2003,,1,14,HTTPS://WWW.MAXXIENGINEERING.IT/,
17297,MAXPAY,MALTA,FINTECH,2014,,6,150,HTTPS://MAXPAY.COM/,
17298,MAXSCEND MICROELECTRONICS COMPANY,CHINA,,2012,16841000000,674000000,217,HTTPS://WWW.MAXSCEND.COM/,
17299,MAXSPANO 16412035,HARJU MAAKOND KEILA LINN PIIRI TN,OTHER BUSINESS SUPPORT SERVICE ACTIVITIES N E C,,,,,,
17300,MAXVALU NISHINIHON CO LTD,JAPAN,,,,,5744,,MR KEIJI KAMIO
17301,MAXVALUE CREDITS INVESTMENTS,INDIA,NBFC,2016,,,,,
17302,MAXXIS RUBBER,INDIA,AUTO COMPONENTS,2015,,,,,
17303,MAYA ACADEMY OF ADVANCED CINEMATICS,INDIA,ANIMATION VFX,2001,,,,,
17304,MAYA DIGITAL STUDIOS,INDIA,ANIMATION VFX,1996,,,,,
17305,MAYASHEEL RETAIL LLP,INDIA,RETAIL,2015,,,,,
17306,MAYBANK,MALAYSIA,BANKING AND FICIAL SERVICES,1960,28020000000,9200000000,46000,HTTPS://WWW.MBANK.PL/,KHAIRUSSALEH RAMLI
17307,MAYBANK KIM ENG SECURITIES,THAILAND,,,,,,,
17308,MAYBELLINE,ISRAEL,COSMETICS,,1420000000,,,,
17309,MAYBORN GROUP LIMITED,UNITED KINGDOM,CONSTRUCTION,2002,,46,31,HTTPS://WWW.MAYLIM.CO.UK,MR SCOTT ANTHONY RICHARDS
17310,MAYBRIGHT VENTURES PRIVATE LIMITED KOLKATA,INDIA,FINTECH,,,,,,
17311,MAYFAIR GOLD CORP,CANADA,,,,,,,MR PATRICK CHARLES EVANS B A B SC
17312,MAYFAIR HOTELS RESORTS,INDIA,HOSPITALITY,1982,,,,,
17313,MAYFIELD CHILDCARE LIMITED,AUSTRALIA,CONSUMER CYCLICAL,1950,4227000000,3068000,9938,HTTPS://WWW.MAYR-MELNHOF.COM/EN/,MR DEAN CLARKE CPA
17314,MAYINGLONG PHARMACEUTICAL GROUP,CHINA,,,1864000000,,,HTTP://WWW.MAYINGLONG.CN/,
17315,MAYORA,INDONESIA,BEVERAGE,2008,3430000000,,12741,,
17316,MAYR MELNHOF,AUSTRIA,PULP AND PAPER PACKAGING,1950,3320000000,,,,
17317,MAYTRONICS,ISRAEL,,1983,1370000000,432000000,907,HTTPS://WWW.MAYTRONICS.COM/,MR SHARON GOLDENBERG
17318,MAYUR UNIQUOTERS,INDIA,LEATHER,1992,,,,,
17319,MAZAGON DOCK,INDIA,PORTS SHIPPING,1934,,,219,,
17320,MAZAK CORPORATION,UNITED STATES,FOOD PROCESSING,1920,5342000000,22769000000,50479,HTTPS://WWW.MAZDA.COM/,MS KAREN H WEAVER CPA ICD D
17321,MAZARS,FRANCE,ACCOUNTING AUDITING,2007,,,,,
17322,MAZDA,JAPAN,CAR AUTOMOBILE,1920,4690000000,28100000000,49786,,AKIRA MARUMOTO
17323,MAZEMAP,NORWAY,TECHNOLOGY,2013,,1,31,HTTPS://WWW.MAZEMAP.COM/,
17324,MAZHAR ZORLU HOLDING A S,TURKEY,,,,,402,,
17325,MAZZONI ETECH,ITALY,INDUSTRIAL GOODS,2017,,2344440,14,HTTPS://WWW.M-ETECH.EU/,
17326,MB RANRESTA,LITHUANIA,CONSTRUCTION,2013,,1,21,HTTP://WWW.RANRESTA.LT/LT/,
17327,MBB SE,GERMANY,INDUSTRIAL GOODS,2009,914000000,680000000,3339,HTTPS://WWW.MBB.COM/,
17328,MBD GROUP,INDIA,PRINTING PUBLISHING,1956,,,,,
17329,MBDA ITALIA SPA,ITALY,MANUFACTURING,2001,,,,,
17330,MBH CORPORATION PLC,UNITED KINGDOM,,,,,3331,,MR CHRISTOPHER IAN CHARLES SMITH
17331,MBIA,USA,INSURANCE FICIAL SERVICES,,670000000,,,,
17332,MBK PUBLIC COMPANY LTD,THAILAND,,,,,,,MR SUVAIT THEERAVACHIRAKUL
17333,MBL INFRASTRUCTURES,INDIA,ENGINEERING CONSTRUCTION,1995,,,,,
17334,MBM RESOURCES,MALAYSIA,,,290000000,,,,
17335,MBV INTERNATIONAL LTD,MALAYSIA,,,,,390,,MR MEIN KWANG TAN
17336,MC CONSEIL,FRANCE,MANAGEMENT CONSULTING,2004,,21,48,HTTPS://WWW.MC-CONSEIL.FR/,
17337,MC2 FRANCE,MONTROUGE,SOFTWARE,1985,,,,,
17338,MCAFEE,UNITED STATES USA,IT SERVICES CONSULTING,1987,,,2262,,MR PETER A LEAV
17339,MCAFEE CAREERS,SANTA CLARA,COMPUTER NETWORK SECURITY,1987,11536000000,1920000,7500,WWW.MCAFEE.COM,
17340,MCALLISTER TOWING OF FLORIDA INC,UNITED STATES,OIL GAS,1923,,,,,
17341,MCCAIN FOODS,YUANLIN,FROZEN FOOD,1957,,,,,
17342,MCCARTHY STONE,UK,,,881000000,2017000000,,HTTPS://WWW.MCCARTHYANDSTONE.CO.UK/,
17343,MCCORMICK,UNITED STATES,FOOD DRINK TOBACCO,1889,27290000000,6400000000,14000,,LAWRENCE ERIK KURZIUS
17344,MCCORMICK COMPANY,USA,FOOD,1889,23170000000,6317000000,14000,HTTPS://WWW.MCCORMICKCORPORATION.COM/,LAWRENCE E KURZIUS
17345,MCCORMICK COMPANY INCORPORATED,UNITED STATES,CONSUMER STAPLES,1889,27290000000,,14000,,MR LAWRENCE E KURZIUS
17346,MCDONALD,USA,RESTAURANTCHAINS DOWJONES FOOD,1955,201070000000,22930000000,100000,,CHRISTOPHER J KEMPCZINSKI
17347,MCDONALD S HOLDINGS COMPANY JAPAN,JAPAN,FOOD RESTAURANT CHAINS,1971,6267000000,2515000,2161,HTTP://WWW.MCD-HOLDINGS.CO.JP/EN/,TAMOTSU HIIRO
17348,MCEWEN MINING,CANADA,MINING GOLD MINING SILVER MINING,,340000000,,430,,MR ROBERT ROSS MCEWEN
17349,MCGRATH LIMITED,AUSTRALIA,,,,,283,,
17350,MCGRATH RENTCORP,USA,REAL ESTATE,1979,2360000000,616000000,1184,HTTPS://WWW.MGRC.COM/,JOHN H HAMMERGREN
17351,MCGRAW HILL EDUCATION,UNITED STATES USA,PRINTING PUBLISHING,2019,,,59000,,MR BRIAN S TYLER PH D
17352,MCGREGOR CORY LIMITED,UNITED KINGDOM,,,,,,,
17353,MCH GROUP AG,SWITZERLAND,,1833,,,585,,MR BEAT ZWAHLEN
17354,MCI CAPITAL ALTERNATYWNA SP LKA INWESTYCYJNA SA,POLAND,,,,,18,,MR TOMASZ JANUSZ CZECHOWICZ
17355,MCJ,JAPAN,,,907000000,1396000000,2157,HTTPS://WWW.MCJ.JP/,MR YUJI TAKASHIMA
17356,MCKAY SECURITIES PLC,UNITED KINGDOM,,,,,18,,MR SIMON C PERKINS BSC HONS M R I C S MRICS
17357,MCKESSON,TEXAS,DRUGS BIOTECHNOLOGY,1833,54050000000,257000000000,58000,,BRIAN S TYLER
17358,MCKINSEY COMPANY,NEW YORK,MANAGEMENT CONSULTING,1926,,,5000,WWW.MCKINSEY.COM,
17359,MCLOUD TECHNOLOGIES CORP,CANADA,,,,,230,,MR RUSSEL H MCMEEKIN
17360,MCM TELECOM EQUIPMENT,INDIA,HARDWARE NETWORKING,2015,,,,,
17361,MCMILLAN SHAKESPEARE LIMITED,AUSTRALIA,,,,,1286,,MR MICHAEL NEIL SALISBURY M B A MBA
17362,MCNALLY BHARAT ENGINEERING COMPANY,INDIA,ENGINEERING CONSTRUCTION,1961,,,,,
17363,MCNROE,INDIA,FMCG,1986,,,,,
17364,MCP MASTER INCOME TRUST,AUSTRALIA,,,1167000000,24000000,,HTTPS://METRICS.COM.AU/,
17365,MCPHERSON S LIMITED,AUSTRALIA,,,,,,,MR GRANT W PECK C A
17366,MCPHY ENERGY,FRANCE,ENERGY RENEWABLE ENERGY,2015,370000000,2538483,110,HTTPS://MDSPARTNERS.FR,
17367,MCPI,INDIA,CHEMICALS,1997,,,,,
17368,MCULE COM,HUNGARY,CHEMICALS,2011,,1798051,19,HTTPS://MCULE.COM,
17369,MD DISCOUNT,GRICIGO DI AVERSA,FOOD RETAILERS WHOLESALERS,1994,,,,,
17370,MD SONNENSCHUTZTECHNIK,GERMANY,CONSTRUCTION,2015,,4068621,10,HTTPS://WWW.ROLLLADENBAU-MARKISEN.DE/,
17371,MD SPA,ITALY,RETAIL TRADE,2005,,,,,
17372,MD6,FRANCE,MANAGEMENT CONSULTING,2014,,4512212,21,HTTPS://WWW.MD6.FR,
17373,MDA LTD,CANADA,AEROSPACE AND DEFENSE,,1483000000,,2000,HTTPS://MDA.SPACE/,MR MIKE GREENLEY M SC PMP
17374,MDC GROUP OF COMPANIES,OMAN,PHARMA,,,,,,
17375,MDC HOLDINGS,USA,,,2530000000,,,,
17376,MDEVERYWHERE INDIA,INDIA,IT SERVICES CONSULTING,1995,,,,,
17377,MDF COMMERCE INC,CANADA,,,,,800,,MR LUC FILIATREAULT
17378,MDINDIA HEALTH INSURANCE TPA,INDIA,INSURANCE,2000,,,,,
17379,MDT GROUP,ITALY,SUPPORT SERVICES,2013,,2,9,HTTPS://WWW.BESTINK.IT,
17380,MDU RESOURCES,USA,,1924,6200000000,6550000000,16000,HTTPS://WWW.MDU.COM/,
17381,MDU RESOURCES GROUP INC,UNITED STATES,,,,,12826,,MR DAVID L GOODIN
17382,MDUNDO COM A S,DENMARK,,,,,21,,MARTIN MOLLER NIELSEN
17383,MDX PUBLIC COMPANY LTD,THAILAND,,,,,397,,MR KAZUO MAEDA
17384,MDXHEALTH,BELGIUM,DIAGNOSTICS BIOTECH,,120000000,,177,,MR MICHAEL K MCGARRITY
17385,ME ER INDUSTRIE GMBH,BAD SODEN,INDUSTRIAL MANUFACTURING,1897,,1549,5805,WWW.ME ERGROUP.COM,
17386,ME GROUP BALTIC OU,ESTONIA,,,,,,,
17387,ME N MOMS,INDIA,RETAIL,1994,,,,,
17388,ME TODAY LTD,NEW ZEALAND,,,,,,,MR MICHAEL KERR
17389,MEAD JOHNSON,,MILK POWDER,,,,,,
17390,MEANTIME BREWING COMPANY LIMITED,UNITED KINGDOM,,,,,,,
17391,MEARS GROUP PLC,UNITED KINGDOM,,,,,6000,,MR DAVID J MILES
17392,MEATECH 3D LTD,ISRAEL,,,,,26,,MR OMRI SCHANIN
17393,MEBAG,GERMANY,CONSTRUCTION,2009,,9,25,HTTPS://WWW.MEBAG-BAU.DE/,
17394,MEBLOBRANIE,POLAND,ECOMMERCE,2010,,13082831,19,HTTPS://WWW.MEBLOBRANIE.PL,
17395,MEBUKI FINANCIAL GROUP,JAPAN,BANKING,2008,2503000000,1827000,6373,HTTPS://WWW.MEBUKI-FG.CO.JP/,SATOSHI FUJISAWA
17396,MEC LINE,ITALY,INTERIORS,2001,,7132969,46,HTTPS://WWW.COMODOITALIA.IT,
17397,MECEL,GOTHENBURG,SOFTWARE,1982,,,,,
17398,MECHANICAL CONTRACTING AND SERVICES COMPANY W L L,BAHRAIN,ENGINEERING CONSTRUCTION,1972,,,,,
17399,MECHEL PAO,RUSSIA,MINING,,1200000000,,80000,HTTPS://WWW.MECHEL.COM/,
17400,MECHEMA CHEMICALS INTERNATIONAL CORP,TAIWAN,,,,,,,DR YUE TEH JANG
17401,MED MANOR ORGANICS,INDIA,PHARMA,1998,,,,,
17402,MEDA AB,SOLNA,PHARMACEUTICALS,1954,,,361,,
17403,MEDABLE,UNITED STATES,HEALTH,2013,5416000000,477000000,2037,HTTPS://WWW.MEDALLIA.COM/,
17404,MEDACTA GROUP SA,SWITZERLAND,HEALTHCARE,1958,3056000000,400000000,1246,HTTPS://WWW.MEDACTA.COM/,DR CHRISTOPH BRONNIMANN
17405,MEDADVISOR LIMITED,AUSTRALIA,,,,,,,MR ROBERT READ B A BA PSYCH BCOMM MGT GAICD
17406,MEDANTA THE MEDICITY,INDIA,HEALTHCARE,2009,,,,,
17407,MEDAVIA,LUQA,AIRLINES,1978,,,,,
17408,MEDBANKS,CHINA,HEALTHCARE INSURANCE,2014,5560000000,4910000,3982,HTTPS://WWW.MEDBANKS.CN/EN/,MR DAVID KOCZKAR B COM BCOM MAICD PGDIPFICE
17409,MEDCOMTECH SA,SPAIN,,,,,107,,MR JUAN SAGALES MANAS
17410,MEDEANALYTICS CAREERS,RICHARDSON,COMPUTER SOFTWARE,1994,,,350,MEDEANALYTICS.COM,
17411,MEDEOR,INDIA,HEALTHCARE,2004,,,,,
17412,MEDESIS PHARMA SA,FRANCE,,,,,482,,DR JEAN CLAUDE MAUREL
17413,MEDEXUS PHARMACEUTICALS INC,CANADA,,,,,,,MR KENNETH D ENTREMONT
17414,MEDFIN INDIA,INDIA,MEDICAL EQUIPMENT,2016,,,,,
17415,MEDGENOME LABS,INDIA,BIOTECHNOLOGY,2013,,,,,
17416,MEDGULF CONSTRUCTION COMPANY,QATAR,ENGINEERING CONSTRUCTION,1975,,,,,
17417,MEDHA SERVO DRIVES,INDIA,ELECTRONICS MANUFACTURING,1984,,,,,
17418,MEDHAJ TECHNO CONCEPT,INDIA,MANAGEMENT CONSULTING,2007,,,,,
17419,MEDI ASSIST INDIA,INDIA,HEALTHCARE,2000,,,,,
17420,MEDI BANX,JAPAN,MEDIA,2010,8820000000,2,14,HTTP://MEDI-BANX.COM/,ALBERTO NICOLA NAGEL
17421,MEDI LIFESTYLE LTD,MALAYSIA,,,,,,,MR KOON POH LOW
17422,MEDIA ACCESS SOLUTIONS,UK,SUPPORT SERVICES,2014,,3407930,33,HTTPS://WWW.MEDIAACCESSSOLUTIONS.CO.UK/,
17423,MEDIA AND GAMES INVEST,MALTA,VIDEO GAMES ENTERTAINMENT,,280000000,,,,
17424,MEDIA ASIA GROUP HOLDINGS LTD,HONG KONG,,,,,145,,MS SIU YIN CHIU
17425,MEDIA CAPITAL,OEIRAS,BROADCASTING ENTERTAINMENT,1988,,,,,
17426,MEDIA LAB S P A,ITALY,RETAIL TRADE,1990,,,10,,DR MASSIMO IVANI
17427,MEDIA LINK COMMUNICATIONS,PIET,PUBLISHING,,,,,,
17428,MEDIA NET SOFTWARE SERVICES INDIA,UNITED ARAB EMIRATES UAE,INTERNET,2010,,,,,
17429,MEDIAALPHA,USA,ADVERTISING INTERNET TECH,2007,690000000,2378517,404,HTTPS://WWW.MEDIAMATH.COM/,
17430,MEDIABRANDS DIGITAL OU,ESTONIA,,,,,,,
17431,MEDIACOM GROUP LIMITED,UNITED KINGDOM,,,,,,,
17432,MEDIAMINT,INDIA,MARKETING ADVERTISING,2010,,,,,
17433,MEDIAN TECHNOLOGIES SA,FRANCE,,,,,155,,MR FREDRIK BRAG
17434,MEDIAOCEAN,UNITED STATES,SOFTWARE PRODUCT,1967,36420000000,17660000000,17377,HTTPS://WWW.MEDIATEK.COM/,RICK TSAI
17435,MEDIASET ESPA A COMUNICACI N,MADRID,BROADCASTING ENTERTAINMENT,1989,1040000000,865000000,1595,HTTPS://WWW.MEDIASET.ES/,MR PAOLO VASILE
17436,MEDIASET NV,ITALY,TECHNOLOGY,2009,48740000000,2,4929,HTTPS://WWW.MEDICAL-NET.IT/,MR PIER SILVIO BERLUSCONI
17437,MEDIASPACEO 12428571,HARJU MAAKOND VIIMSI VALD MUUGA K LA KORDONI TEE,MEDIA REPRESENTATION,,,,,,
17438,MEDIBUDDY,INDIA,INTERNET,2013,,,,,
17439,MEDICA SUPERSPECIALTY HOSPITAL,INDIA,HEALTHCARE,2008,,,,,
17440,MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED,AUSTRALIA,,,,,68,,
17441,MEDICAL FACILITIES CORPORATION,CANADA,,,,,,,MR ROBERT OREON HORRAR
17442,MEDICAL PROPERTIES TRUST,USA,REAL ESTATE,2003,8160000000,1544000,112,HTTP://WWW.MEDICALPROPERTIESTRUST.COM/,EDWARD K ALDAG
17443,MEDICALSYSTEM BIOTECHNOLOGY,CHINA,,,1286000000,,,HTTPS://EN.NBMEDICALSYSTEM.COM/EN/,
17444,MEDICAMEN BIOTECH,INDIA,PHARMA,1993,,,,,
17445,MEDICENNA THERAPEUTICS CORP,CANADA,,,,,13,,DR FAHAR MERCHANT PH D
17446,MEDICINOVA,USA,PHARMACEUTICALS BIOTECH,1980,110000000,1526000,984,,
17447,MEDICLIN AKTIENGESELLSCHAFT,GERMANY,,,,,7481,,DR JOACHIM RAMMING
17448,MEDICLINIC INTERNATIONAL,SOUTH AFRICA,MEDICAL CARE FACILITIES HEALTHCARE,1983,4600000000,3808000,33683,HTTPS://WWW.MEDICLINIC.COM/,DR CAREL ARON VAN DER MERWE D A SA F C A SA M B CH B
17449,MEDICOVER AB,SWEDEN,HEALTHCARE,1995,5588000000,130000000,32000,HTTPS://WWW.MEDICOVER.COM/,MR FREDRIK R GMARK
17450,MEDICOVER HOSPITALS,INDIA,HEALTHCARE,2011,,,,,
17451,MEDIDATA SOLUTIONS INC,UNITED STATES,,,,,,,
17452,MEDIEN UNION GMBH,LUDWIGSHAFEN AM RHEIN,MEDIA AND ENTERTAINMENT,1945,,730,3648,WWW.RHEINPFALZ.DE,
17453,MEDIFAST,USA,MLM DIETARY SUPPLEMENTS,2013,1310000000,1630000000,18000,HTTP://WWW.MEDINETSRL.EU,
17454,MEDIGEN BIOTECHNOLOGY CORP,TAIWAN,,2012,2220000000,,,HTTPS://WWW.MEDIGENVAC.COM/,
17455,MEDIGENE AG,GERMANY,CHEMICALS,2008,986000000,516804830,60,HTTPS://MEDIOS.AG,DR DOLORES J SCHENDEL
17456,MEDIGUS LTD,ISRAEL,,,,,39,,MS MUI CHOO LOW
17457,MEDINALIBERHISPANICAO 14821433,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA SAKALA TN,SPECIALISED DESIGN ACTIVITIES,,,,,,
17458,MEDINCELL SA,FRANCE,FOOD BEVERAGE,2012,,3,150,HTTPS://WWW.MFSFRANCE.COM,MR CHRISTOPHE DOUAT
17459,MEDIOBANCA,ITALY,BANKS FICIAL SERVICES,1946,8760000000,2584000,4973,HTTPS://WWW.MEDIOBANCA.COM/,MR ALBERTO NICOLA NAGEL
17460,MEDIOLANUM VITA SPA,ITALY,FICE INSURANCE AND REAL ESTATE,1972,,,,,
17461,MEDIPAL HOLDINGS,JAPAN,DRUGS BIOTECHNOLOGY,1923,3840000000,29850000000,12971,HTTPS://WWW.MEDIPAL.CO.JP/,NORIAKI HORIKIRI
17462,MEDIQON GROUP AG,GERMANY,,,,,3,,MR JAN HENDRIK MOHR
