name,country,sector,founded,marketcap,revenue,employees,links,ceo
INFORMATION SERVICES INTERNATIONAL-DENTSU LTD,JAPAN,,,,,3117.0,,MR. RYOICHI  NAWA
INFORMATION SHARING COMPANY S.R.L.,ITALY,SICUREZZA INFORMATICA,2015.0,11576000000.0,865000000.0,8399.0,HTTPS://WWW.INWIT.IT/,MR. GIOVANNI  FERIGO
INFOSPAOÃŒ(14657399),                        HARJU MAAKOND TALLINN LASNAMÃ¤E LINNAOSA J. KOORTI TN 11-44 13623                            ,CAR WASHING AND OTHER SERVICES,,,,,,
INFOSYS, ILLINOIS,[NAN],1981.0,77580000000.0,17520000000.0,345218.0,,SALIL S. PAREKH
INFOSYS CONSULTING, SWITZERLAND,IT SERVICES & CONSULTING,2004.0,,,,,
INFOSYS LIMITED,INDIA,TECHNOLOGY,1981.0,106770000000.0,,292067.0,,MR. SALIL SATISH PAREKH
INFOTEAM S.R.L.,ITALY,TECNOLOGIA,,,,6913.0,,
INFOTECH, NORTH AMERICA,IT SERVICES & CONSULTING,1994.0,,,2600.0,,MR. MICHEL  KOUTCHOUK
INFOVISION LABS, INDIA,IT SERVICES & CONSULTING,2014.0,660000000.0,,,,
INFOVISION OPTOELECTRONICS ,CHINA,,,3530000000.0,843000000.0,3237.0,HTTP://WWW.IVO.COM.CN/,
INFRA.MARKET,INDIA,E-COMMERCE & DIRECT-TO-CONSUMER,2016.0,4040000000.0,12.0,31.0,HTTPS://WWW.INFRAMET.FR/,
INFRACOMMERCE CXAAS SA,BRAZIL,,,,,3908.0,,MR. KAI PHILIPP SCHOPPEN
"INFRAESTRUCTURA ENERGÉTICA NOVA, S.A.B. DE C.V.",MEXICO,,,,,1488.0,,
INFRAGISTICS CAREERS,CRANBURY,COMPUTER SOFTWARE,1989.0,,,125.0,WWW.INFRAGISTICS.COM,
INFRANORD,SOLNA,RAILROADS,2010.0,,,,,
INFRASTRUTTURE WIRELESS ITALIANE,ITALY,COMMUNICATION SERVICES,,,865000000.0,,,
INFRATECH BAU,GERMANY,CONSTRUCTION,2007.0,,60067088.0,72.0,HTTPS://WWW.INFRATECH-BAU.DE/,
INFRATIL ,NEW-ZEALAND,INVESTMENT INFRASTRUCTURE ,,4019999999.0,,3760.0,,"MR. JASON  BOYES BCA, L.L.B."
INFREA AB,SWEDEN,,1859.0,,,462.0,,MR. TONY  ANDERSSON
INFRES METHODEX, INDIA,INDUSTRIAL AUTOMATION,1987.0,,,,,
ING,NETHERLANDS,INSURANCE,1991.0,48210000000.0,0.0,57000.0,HTTPS://WWW.ING.COM,MR. STEVEN J. A. VAN RIJSWIJK
ING BANK ŚLĄSKI,KATOWICE,BANKS,1988.0,,,,,
ING GROEP N.V.,AMSTERDAM,BANKS,1991.0,41250000000.0,,57000.0,WWW.ING.COM,MR. STEVEN J. A. VAN RIJSWIJK
ING GROUP,AUSTRALIA,,,1120000000.0,1878000.0,,HTTPS://INGHAMS.COM.AU/,
ING VYSYA BANK, INDIA,BANKING,2002.0,790000000.0,,,,
INGASPAÅ¡TÅ¡ENKO(12757122),,,,,,,,
INGATE SYSTEMS,STOCKHOLM,SOFTWARE,2001.0,,,,,
INGENIA COMMUNITIES GROUP,AUSTRALIA,,2007.0,4622000000.0,226000000.0,,HTTP://WWW.INGENIACOMMUNITIES.COM.AU/,MR. SIMON RICHARD OWEN
INGENIC SEMICONDUCTOR,CHINA,,2005.0,10051000000.0,767000000.0,857.0,HTTP://WWW.INGENIC.CN/,
INGENICO INC.,UNITED STATES,CAPITAL GOODS,1872.0,21130000000.0,5400000000.0,16000.0,,VICENTE REYNAL
INGERSOLL RAND,IRELAND,INDUSTRIAL MACHINERY,1972.0,22410000000.0,5150000.0,16000.0,HTTPS://COMPANY.INGERSOLLRAND.COM/,MR. VICENTE  REYNAL
INGEVITY,USA,SUPERMARKETS RETAIL ,2015.0,3000000000.0,1391000.0,1850.0,HTTPS://WWW.INGEVITY.COM,
INGLES MARKETS,,"['SUPERMARKETCHAINS', 'RETAIL']",,1900000000.0,5560000000.0,10920.0,,
INGLEWOOD,JAPAN,ECOMMERCE,2005.0,,102.0,140.0,HTTPS://WWW.INGLEWOOD.CO.JP/,
INGLOT,PRZEMYŚL,COSMETICS,1983.0,,,,,
INGREDION,,['FOOD'],,6440000000.0,7710000000.0,12000.0,,
"INHIBRX, INC.",USA,,,1081000000.0,7125000.0,485.0,HTTPS://INHIBRX.COM/,MR. TIMOTHY P. HERBERT
INIFD, INDIA,EDUCATION & TRAINING,1995.0,,,,,
INIT INNOVATION IN TRAFFIC SYSTEMS SE,GERMANY,,,,,1054.0,,DR. GOTTFRIED  GRESCHNER
INIZIATIVE BRESCIANE S.P.A.,ITALY,TRANSPORT,2013.0,,9.0,15.0,HTTPS://WWW.SGBHOLDING.IT,MR. BATTISTA  ALBERTANI
INJECTIVE PROTOCOL,UNITED STATES,FINTECH,2018.0,,,,,
INJECTOPLAST, INDIA,AUTO COMPONENTS,1988.0,,,,,
INKITT,GERMANY,TECHNOLOGY,2014.0,,5926970.0,56.0,HTTPS://WWW.INKITT.COM/,
INLAND HOMES PLC,UNITED KINGDOM,,,,,149.0,,MR. STEPHEN DESMOND WICKS
INLAND WORLD LOGISTICS, INDIA,LOGISTICS,1982.0,,,,,
INLEAD ELECTRONICS, CHINA,CONSUMER ELECTRONICS & APPLIANCES,2004.0,,,,,
INMARECGRUPPOÃŒ(11581922),                        HARJU MAAKOND TALLINN MUSTAMÃ¤E LINNAOSA MUSTAMÃ¤E TEE 84-105 12918                            ,INSTALLATION OF FIRE AND BURGLAR ALARM SYSTEMS,,,,,,
INMARSAT,UK,,,3400000000.0,,1500.0,HTTPS://WWW.INMARSAT.COM/,
INMOBILIARIA COLONIAL,SPAIN,REAL ESTATE HOLDING & DEVELOPMENT,1946.0,3530000000.0,316000000.0,200.0,HTTPS://WWW.INMOCOLONIAL.COM/EN,MR. PEDRO  VINOLAS SERRA
INMOBILIARIA MANQUEHUE SA,CHILE,"FOOD, DRINK & TOBACCO",1993.0,4506000000.0,719000000.0,2732.0,HTTP://WWW.DZKY.CN/,", OSAMU TSUJI"
INMODE LTD.,ISRAEL,,,,,362.0,,MR. MOSHE  MIZRAHY
INNATE PHARMA,FRANCE,PHARMACEUTICALS BIOTECH ,,260000000.0,,212.0,,DR. MONDHER  MAHJOUBI M.D.
INNER MONGOLIA BAOTOU STEEL UNION CO. LTD,CHINA,"FOOD, DRINK & TOBACCO",1999.0,19929000000.0,12542000.0,28041.0,HTTPS://WWW.BAOGANGGF.COM/,JIAN LIU
INNER MONGOLIA YILI,,,,,,,,
INNERCIRCLE,GERMANY,SUPPORT SERVICES,2012.0,,1.0,52.0,HTTPS://WWW.INNERCIRCLE-BERLIN.DE,
INNERGEX RENEWABLE ENERGY,CANADA,RENEWABLE-ENERGY ENERGY ELECTRICITY ,1990.0,2570000000.0,574000000.0,400.0,HTTPS://WWW.INNERGEX.COM,"MR. MICHEL  LETELLIER M.B.A., MBA"
INNOCAN PHARMA CORP,CANADA,,,2607000000.0,,531.0,HTTPS://WWW.INNOCAREPHARMA.COM/,MS. IRIS  BINCOVICH
"INNOCEAN WORLDWIDE, INC.",SOUTH KOREA,,,,,669.0,,MR. YONG-WOO  LEE
INNOCENTI,MILAN,AUTOMOBILES,1947.0,,,,,
INNOCV SOLUTIONS,SPAIN,TECHNOLOGY,2009.0,,5366768.0,85.0,HTTPS://WWW.INNOCV.COM,
INNODATA ISOGEN, UNITED STATES (USA),IT SERVICES & CONSULTING,1997.0,,,,,
INNOEYE TECHNOLOGIES, INDIA,IT SERVICES & CONSULTING,2012.0,7516000000.0,670000000.0,5568.0,HTTP://INNOVENTBIO.COM/,DR. DE-CHAO  YU PH.D.
INNOFACTOR OYJ,FINLAND,,,,,500.0,,"MR. SAMI PEKKA ENSIO M.SC., M.SC. (TECH.)"
INNOMINDS SOFTWARE, INDIA,IT SERVICES & CONSULTING,1998.0,,,,,
INNOSPEC,USA,HEALTHCARE MEDICAL-CARE-FACILITIES ,1938.0,2690000000.0,1483000000.0,1900.0,HTTPS://WWW.INNOSPECINC.COM/,
INNOV AND CO HANDICAP,FRANCE,TECHNOLOGY,2016.0,,1879824.0,30.0,,
INNOVA CAPTAB, INDIA,PHARMA,2006.0,,8792400.0,16.0,HTTPS://WWW.INNOVAHTS.COM/,MR. ROBERTO  MAGGIO
INNOVA HTS S.R.L.,ITALY,SANITÀ,,,,8792.0,,
INNOVAL DIGITAL SOLUTIONS, INDIA,SOFTWARE PRODUCT,1997.0,,,,,
INNOVATION ROUNDTABLE,DENMARK,SUPPORT SERVICES,2010.0,,2.0,30.0,HTTPS://INNOVATIONROUNDTABLE.COM,
INNOVATIVE INDUSTRIAL,USA,LOGISTICS,2016.0,2800000000.0,204000000.0,29.0,HTTP://INNOVATIVEINDUSTRIALPROPERTIES.COM/,
INNOVATIVE PHARMACEUTICAL BIOTECH LTD,HONG KONG,,,,,27.0,,MR. SIU KUEN  POON
INNOVATIVE SYSTEMS CAREERS,GLEN ELLYN,INFORMATION TECHNOLOGY & SERVICES,1991.0,,,350.0,WWW.INNOVATIVESYS.COM,
INNOVEX MERGER CORP.,UNITED STATES,,,,,2500.0,,
INNOVI RECHERCHE,FRANCE,PHARMACEUTICALS,2011.0,,1.0,3.0,HTTPS://WWW.GROUPE-INNOVI.FR,
INNOVIZ,ISRAEL,TECH TECH-HARDWARE LIDAR AUTONOMOUS-DRIVING ,,730000000.0,,283.0,,MR. OMER DAVID KEILAF
INNOVSOURCE SERVICES, INDIA,RECRUITMENT,2004.0,,,,,
INOGEN,USA,MEDICAL-DEVICES ,,490000000.0,,,,
INORBIT MALL, INDIA,RETAIL,2004.0,370000000.0,,,,
INOUE RUBBER ,THAILAND,,,,,,,
INOVA SOFTWARE CAREERS,LYON,COMPUTER SOFTWARE,2010.0,1198000000.0,235000000.0,125.0,WWW.INOVA-SOFTWARE.COM,
INOVALIS REAL ESTATE INVESTMENT TRUST,CANADA,,,,,300.0,,
INOX AIR PRODUCTS, INDIA,CHEMICALS,1963.0,,,,,
INOX LEISURE, INDIA,MEDIA & ENTERTAINMENT,1999.0,,,,,
INOX WIND, INDIA,ELECTRICAL EQUIPMENT,2009.0,370000000.0,,,,
INPA IMPRESA NAZIONALE PER LE PUBBLICHE AMMINISTRAZIONI SRL,ITALY,,,,,,,
INPAQ TECHNOLOGY CO. LTD,TAIWAN,,,,,,,
INPAY,DENMARK,FINTECH,2013.0,14340000000.0,23803000.0,67.0,HTTPS://WWW.INPAY.COM/,NAOKI KURODA
INPE TRANSPORT,BULGARIA,TRANSPORT,2015.0,,1816274.0,60.0,HTTPS://INPE.BG/,
INPHI CORPORATION,UNITED STATES,TECHNOLOGY,,201720000000.0,,685.0,,
INPLAY OIL CORP.,CANADA,,,,,,,MR. DOUGLAS J. BARTOLE
INPOST,KRAKÓW,LOGISTICS,2006.0,,,,,
INPOST S.A.,LUXEMBOURG,INDUSTRIES,2006.0,9728000000.0,4580000.0,,HTTPS://WWW.INPOST.EU/,
INRETE,ITALY,SUPPORT SERVICES,2010.0,,4.0,13.0,HTTPS://WWW.IN-RETE.NET,
INRIGO,NORWAY,TECHNOLOGY,2008.0,,19.0,49.0,HTTPS://WWW.INRIGO.NO,
INROM CONSTRUCTION INDUSTRIES LTD,ISRAEL,,,,,770.0,,MR. URI  LOFT
INSECTICIDES INDIA, INDIA,AGRO CHEMICALS,2002.0,,,,,
INSETTO,GERMANY,RETAIL,1999.0,,6010130.0,79.0,HTTPS://WWW.INSETTO.EU/,
INSIDEMARKETING,GERMANY,TECHNOLOGY,2012.0,,2971846.0,15.0,,
INSIDER,TURKEY,INTERNET SOFTWARE & SERVICES,2012.0,,,,,
INSIGHT CONCIERGE SERVICES LIMITED,82REDDISHROAD STOCKPORT ENGLAND SK57QU,,,,,,,
INSIGHT ENTERPRISES,USA,[NAN],1988.0,3890000000.0,9436000.0,11624.0,HTTPS://WWW.INSIGHT.COM,
INSIGHTEC,ISRAEL,HEALTH,1999.0,15230000.0,,,,
INSIMBI INDUSTRIAL HOLDINGS LTD,SOUTH AFRICA,,,,,645.0,,"MR. FREDERICK  BOTHA C.A., CA (SA), (CA) SA"
INSMED,USA,,1988.0,2820000000.0,188000000.0,613.0,HTTPS://WWW.INSMED.COM/,
INSOLUTIONS GLOBAL, INDIA,FINTECH,2004.0,,,,,
INSOMNIA COFFEE COMPANY,DUBLIN,FOOD RETAILERS & WHOLESALERS,1997.0,,,,,
INSOURCE,JAPAN,EDUCATION,2002.0,,51.0,470.0,HTTPS://WWW.INSOURCE.CO.JP/INDEX.HTML,TAKAYUKI  FUNAHASHI
INSPARENCYOÃŒ(14719433),                        LÃ¤Ã¤NE-VIRU MAAKOND VÃ¤IKE-MAARJA VALD VÃ¤IKE-MAARJA ALEVIK TAMME TN 5-2 46202                            ,COMPUTER PROGRAMMING ACTIVITIES,,,,,,
INSPARIANOÃŒ(16245318),                        HARJU MAAKOND TALLINN LASNAMÃ¤E LINNAOSA LÃΜÃΜTSA TN 2A 11415                            ,COMPUTER CONSULTANCY ACTIVITIES,,,,,,
INSPARROOÃŒ(16088445),                        HARJU MAAKOND TALLINN KRISTIINE LINNAOSA LIIMI TN 1 10621                            ,"OTHER RETAIL SALE NOT IN STORES, STALLS OR MARKETS",,,,,,
INSPECS GROUP PLC,UNITED KINGDOM,,,,,1800.0,,MR. ROBIN B.C. TOTTERMAN
INSPIRA ENTERPRISE INDIA, INDIA,IT SERVICES & CONSULTING,2008.0,,,,,
INSPLORION AB ,SWEDEN,TECHNOLOGY,2015.0,2355000000.0,24484879.0,16.0,HTTPS://INSTABOX.IO/SE-EN/,
INSPUR ELECTRONIC INFORMATION INDUSTRY,CHINA,,1998.0,6577000000.0,10524000.0,5469.0,HTTPS://EN.INSPUR.COM/,
INSPUR INTERNATIONAL LTD,HONG KONG,,,,,5838.0,,
INST FORMATION À LA SOPHROLOGIE,ITALY,INTERIORS,2004.0,,9.0,70.0,HTTPS://WWW.INTERIORSIDEA.IT,
INSTA EXHIBITION, INDIA,DESIGN,2003.0,,,,,
INSTABASE,UNITED STATES,DATA MANAGEMENT & ANALYTICS,2015.0,,1.0,15059.0,HTTPS://INSTASAFE.COM/,
INSTABASE CAREERS,SAN FRANCISCO,COMPUTER SOFTWARE,2015.0,,,25.0,WWW.INSTABASE.COM,
INSTAFF & JOBS,GERMANY,SUPPORT SERVICES,2014.0,,5.0,22.0,HTTPS://WWW.INSTAFF.JOBS%20,
INSTAGRAM,USA,TECHNOLOGY,2010.0,2930000000.0,1968000000.0,450.0,HTTPS://WWW.INSTAGRAM.COM/,
INSTALLED BUILDING PRODUCTS, INDIA,[NAN],1984.0,2460000000.0,2400000000.0,9500.0,,
INSTALLUX SA,FRANCE,,,,,459.0,,MR. CHRISTOPHE  CANTY
INSTEM PLC,UNITED KINGDOM,,,,,480.0,,MR. PHIL J. REASON
"INSTIL BIO, INC.",USA,EDUCATION SOFTWARE TECH ,2018.0,1854000000.0,0.0,1283.0,HTTPS://INSTILBIO.COM/,SHACEY PETROVIC
INSTILL EDUCATION LIMITED,UNITED KINGDOM,,,,,,,
INSTILLA,ITALY,ADVERTISING,2015.0,,2993310.0,31.0,,
INSTILLA S.R.L.,ITALY,PUBBLICITÀ & MARKETING,,,,2993.0,,
INSTITUT IGH,ZAGREB,HEAVY CONSTRUCTION,1949.0,,,,,
INSTITUTE OF CHEMICAL TECHNOLOGY, INDIA,CHEMICALS / AGRI INPUTS,1933.0,,2800000000.0,6503.0,,QIONG CHEN
INSTITUTE OF COMPUTER ACCOUNTANTS, INDIA,EDUCATION & TRAINING,1999.0,,,,,
INSTITUTIONAL PROTECTION SERVICES,UK,LAW,2004.0,,2484612.0,18.0,HTTPS://WWW.INSTITUTIONALPROTECTION.COM,
INSTITUTO DE DIAGNÓSTICO SA,CHILE,,,,,2964.0,,
INSTITUTO HERMES PARDINI SA,BRAZIL,,,,,7100.0,,MR. ROBERTO SANTORO MEIRELLES
INSTITUTO ROSENBUSCH SA,ARGENTINA,,,,,,,MR. LUIS  S. DELCASSÃ©
INSTRAKART PVT LTD (FLIPKART INDIA PVT LTD ),,LOGISTICS,,,,,,
INSTRUMENT LLC,UNITED STATES,,,,,2300.0,,MS. SHACEY  PETROVIC
INSURANCE AUSTRALIA GROUP,AUSTRALIA,INSURANCE ,2000.0,8550000000.0,6147000.0,13500.0,HTTPS://WWW.IAG.COM.AU/,"MR. NICHOLAS B. HAWKINS B.COM., BCOM, CA, F.C.A., FCA"
INSYDE SOFTWARE CORP,TAIWAN,,1809.0,,,560.0,,MR. CHIH-KAO  WANG
INSYNC ANALYTICS, INDIA,ANALYTICS & KPO,2006.0,,,,,
INTACT FINANCIAL,CANADA,[NAN],1809.0,26090000000.0,14630000000.0,260.0,,CHARLES J. G. BRINDAMOUR
INTACT FINANCIAL CORPORATION,CANADA,FINANCIALS,1809.0,26400000000.0,13549000.0,16000.0,HTTP://WWW.INTACTCF.COM/,CHARLES BRINDAMOUR
INTACT MEDIA GROUP,BUCHAREST,MEDIA AGENCIES,1991.0,,,,,
"INTAGE HOLDINGS, INC.",JAPAN,[NAN],,2380000000.0,1310000000.0,3080.0,,MR. NORIAKI  ISHIZUKA
INTAPP,USA,SOFTWARE TECH FINANCIAL-SERVICES ,,1860000000.0,272000000.0,749.0,HTTPS://WWW.INTAPP.COM/,
INTARCIA THERAPEUTICS,UNITED STATES,HEALTH,1995.0,29700000000.0,2938000000.0,3800.0,HTTPS://WWW.INTERACTIVEBROKERS.COM/,MR. JAN  DE WITTE
INTAS PHARMACEUTICALS, INDIA,PHARMA,2000.0,,,,,
INTEC CAPITAL, INDIA,FMCG,1994.0,1450000000.0,425000000.0,510.0,HTTPS://WWW.INTERDIGITAL.COM/,
INTEC INFONET, INDIA,IT SERVICES & CONSULTING,1991.0,,,,,
INTEC PHARMA LTD,ISRAEL,,,,,36.0,,MR. JEFFREY A. MECKLER
INTECH MICROWAVES,ITALY,TELECOMS,2014.0,,2636600.0,12.0,HTTPS://WWW.INTECH-MW.COM,
INTECH ORGANICS, INDIA,AGRO CHEMICALS,1999.0,,,,,
INTEGER HOLDINGS CORPORATION,USA,ADVERTISING ,1970.0,2656000000.0,1221000.0,9000.0,HTTPS://INTEGER.NET,PATRICK P. GELSINGER
INTEGRA DOCUMENT MANAGEMENT SRL,ITALY,,,,,,,
INTEGRA LIFESCIENCES, INDIA,[NAN],2006.0,4630000000.0,1560000000.0,3800.0,,
INTEGRA RESOURCES CORP.,CANADA,,,,,36.0,,"MR. GEORGE GREGORY SALAMIS M.SC., B.SC., BSC. GEOLOGY"
INTEGRAFIN,UK,INVESTMENT FINANCIAL-SERVICES ,1999.0,1300000000.0,145000000.0,50.0,HTTPS://WWW.INTEGRAFIN.CO.UK/,"DR. BERNARD  COURTIEU DVM, MBA"
INTEGRAFIN HOLDINGS PLC,UNITED KINGDOM,INDUSTRIES,1968.0,,664000000.0,574.0,HTTPS://INTERSHOP.CH/,MR. ALEXANDER  SCOTT
INTEGRAL DIAGNOSTICS LIMITED,AUSTRALIA,HEALTH CARE DIAGNOSTICS,,1142000000.0,,1524.0,HTTPS://WWW.IDHCORP.COM/,"DR. IAN  KADISH M.B.A., MBBCH, MBA"
INTEGRAL UNIVERSITY, INDIA,EDUCATION & TRAINING,2004.0,,,,,
INTEGRATA OY,FINLAND,FINANCIAL SERVICES,2008.0,,9409000.0,105.0,HTTPS://WWW.INTEGRATA.FI/,
INTEGRATED CLEANROOM TECHNOLOGIES, INDIA,FACILITY MANAGEMENT SERVICES,2003.0,,,913.0,,
INTEGRATED DEVICE TECHNOLOGY CAREERS,SAN JOSE,SEMICONDUCTORS,1980.0,,,3000.0,WWW.IDT.COM,MR. XIAODONG  ZHANG
INTEGRATED WIRELESS SOLUTIONS, INDIA,TELECOM,2004.0,,,,,
INTEGRATION ALPHA,SWITZERLAND,FINTECH,2014.0,,4.0,54.0,HTTPS://WWW.INTEGRATIONALPHA.COM/,
INTEGRUM AB ,SWEDEN,,,,,18.0,,MR. CLAES  LINDAHL
INTEL,USA,COMPUTER,1968.0,116620000000.0,79020000000.0,121100.0,HTTPS://WWW.INTEL.COM,PATRICK GELSINGER
INTEL IRELAND,LEIXLIP,SEMICONDUCTORS,1989.0,,,,,
INTELBRAS S.A. - INDÚSTRIA DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,BRAZIL,,,,,,,
INTELENET GLOBAL SERVICES, INDIA,BPO,2000.0,,,,,
INTELLECT DESIGN ARENA, INDIA,FINTECH,2014.0,,,,,
INTELLIENERGY,ITALY,INDUSTRIAL GOODS,2015.0,,2.0,8.0,HTTP://WWW.INTELLIENERGY.IT/,
INTELLIFUSION,CHINA,ARTIFICIAL INTELLIGENCE,2014.0,,,,,
INTELLISCIENCE CAREERS,BOISE,COMPUTER SOFTWARE,2006.0,,,25.0,WWW.INTELLISCIENCE.COM,
INTELLISWIFT SOFTWARE, UNITED STATES (USA),SOFTWARE PRODUCT,2001.0,,,,,
INTELUX ELECTRONICS, INDIA,ELECTRONICS MANUFACTURING,1996.0,,,,,
INTELYCARE,UNITED STATES,HEALTH,2014.0,1450000000.0,2740000000.0,75.0,,MR. ALEXANDER  RABINOVICH
INTEMA INSAAT VE TESISAT MALZEMELERI YATIRIM VE PAZARLAMA A.S.,TURKEY,,,,,191.0,,MR. OSMAN ERDAL KARAMERCAN
INTENT HQ,UK,TECHNOLOGY,2010.0,,5762891.0,75.0,HTTPS://INTENTHQ.COM/,
INTER & CO,BRAZIL,BANKS FINANCIAL-SERVICES ,1997.0,1030000000.0,15100000000.0,,,BORIS YURYEVICH KOVALCHUK
INTER CARS S.A.,POLAND,"FINANCE, INSURANCE, AND REAL ESTATE",1990.0,1492000000.0,,3494.0,HTTP://WWW.INTERCARS.COM.PL/,
INTER PARFUMS,USA,UTILITIES,1982.0,2296000000.0,879000000.0,467.0,HTTP://WWW.INTERPARFUMSINC.COM/,JEFFREY C. SPRECHER
INTER PARTNER ASSISTANCE SOCIETE' ANONYME,ITALY,,,,,,,
INTER PHARMA PUBLIC COMPANY LTD,THAILAND,,,962000000.0,813000000.0,,HTTP://WWW.CSRCGROUP.COM/,DR. TRINNAWAT  THANITNITHIPHAN
INTER PIPELINE LTD.,CANADA,,,,,659.0,,
INTER RAO UES PJSC,RUSSIA,,1978.0,,,2571.0,,MR. BORIS YUREVICH KOVALCHUK
INTER-CONTINENTAL,UNITED STATES,HOTEL,2000.0,60620000000.0,9580000000.0,8935.0,,JEFFREY CRAIG SPRECHER
INTER-CONTINENTAL HOTELS CORPORATION,UNITED STATES,DIVERSIFIED FINANCIALS,1977.0,27220000000.0,2700000000.0,2571.0,HTTPS://WWW.IHGPLC.COM/,MILAN GALIK
"INTERACTIVE BROKERS GROUP, INC.",GREENWICH,,1978.0,27220000000.0,,2571.0,,MR. MILAN  GALIK
INTERBALKAN MEDICAL CENTER,THESSALONIKI,HEALTH,2000.0,,,,,
INTERBALTICRECYCLING&SPARE-PARTSOÃŒ(12565629),,,,,,,,
INTERBÃ¼ROOMAAKONNAOÃŒ(11709411),                        LÃ¤Ã¤NE-VIRU MAAKOND RAKVERE LINN LINNUSE TN 5 44306                            ,"BOOKKEEPING, TAX CONSULTING",,,,,,
INTERCARD AG INFORMATIONSSYSTEME,GERMANY,,2000.0,,,145.0,,MR. GERSON  RIESLE
INTERCONTINENTAL CONSULTANTS & TECHNOCRATS, INDIA,ENGINEERING & CONSTRUCTION,1987.0,,,,,
"INTERCONTINENTAL EXCHANGE, INC.",ATLANTA,,2000.0,74170000000.0,,8858.0,,MR. JEFFREY C. SPRECHER
INTERCONTINENTAL SPECIALTY FATS (ITALY) SRL IN FORMA ABBREVIATO ISF ITALY SRL,ITALY,,,,,,,
INTERCORP FINANCIAL SERVICES,PERU,FINANCIAL-SERVICES INSURANCE ,,2930000000.0,1548000000.0,6856.0,HTTPS://WWW.IFS.COM.PE/,
INTERCRAFT TRADING, INDIA,BEAUTY & PERSONAL CARE,1994.0,10325000000.0,3211000.0,27812.0,HTTPS://WWW.INTERGLOBE.COM/,
INTERFACE MICROSYSTEMS, INDIA,AUTO COMPONENTS,1984.0,,,,,
INTERGIS CO.LTD,SOUTH KOREA,SOFTWARE,1911.0,,,282100.0,,MR. DONG-HO  PARK
INTERGLOBE AIR TRANSPORT, INDIA,AVIATION,1989.0,,,,,
INTERGLOBE AVIATION,INDIA,AIRLINES TRAVEL TRANSPORTATION ,,9880000000.0,5430000000.0,26164.0,,
INTERIM SEARCH,SWEDEN,SUPPORT SERVICES,2012.0,,15524000.0,30.0,HTTPS://WWW.INTERIMSEARCH.COM,
INTERLOG LOGISTIC,FRANCE,TRANSPORT,2015.0,,5480946.0,28.0,HTTPS://WWW.INTERLOGGROUP.COM/,
INTERMAIL A/S,DENMARK,,,170000000.0,,66.0,,MR. ANDREAS  ANDERSSON
INTERMEDIATE CAPITAL GROUP,UK,FINANCIAL SERVICES,1989.0,8998000000.0,900000000.0,456.0,HTTPS://WWW.ICGAM.COM/,MR. BENOIT LAURENT PIERRE DURTESTE
"INTERNACIONAL DE CERÁMICA, S.A.B. DE C.V.",MEXICO,,,,,5860.0,,
INTERNATIONAL AIRLINES,UNITED KINGDOM,TRANSPORTATION,1974.0,8420000000.0,9950000000.0,56658.0,WWW.INTERNATIONALPAPER.COM,LUÍS GALLEGO MARTÍN
INTERNATIONAL ALLIANCE FINANCIAL LEASING CO. LTD,HONG KONG,,1889.0,,,32.0,,MR. LUQIANG  LI
INTERNATIONAL AUTOMOTIVE COMPONENTS, LUXEMBOURG,AUTO COMPONENTS,2006.0,242350000000.0,7750000000.0,,,BASAR SHUEB
INTERNATIONAL BANCSHARES CORPORATION,USA,TECHNOLOGY,1966.0,2860000000.0,577000000.0,2254.0,HTTPS://WWW.IBC.COM/,MR. ARVIND  KRISHNA
INTERNATIONAL BIOTECHNOLOGY TRUST,UK,GAMING,1990.0,4980000000.0,,,,
INTERNATIONAL CEMENT GROUP LTD,SINGAPORE,"FINANCE, INSURANCE, AND REAL ESTATE",2018.0,1867000000.0,,,HTTP://WWW.IGS.COM.TW/,
INTERNATIONAL CONSOLIDATED AIRLINES GROUP,UK SPAIN,,,10857000000.0,9312000000.0,64734.0,,MR. LUIS  GALLEGO MARTIN
INTERNATIONAL CROPS RESEARCH INSTITUTE FOR THE SEMI-ARID TROPICS,,ANALYTICS & KPO,,,,,,
INTERNATIONAL DESIGN S.R.L.,ITALY,ARREDAMENTO,,,,4258.0,,
INTERNATIONAL DISTRIBUTIONS SERVICES (ROYAL MAIL),UK,,,2670000000.0,,,,
INTERNATIONAL FLAVORS & FRAGRANCES, UNITED STATES,CHEMICALS,1833.0,27340000000.0,11660000000.0,24000.0,,FRANKLIN K. CLYBURN
INTERNATIONAL HOUSEWARES RETAIL COMPANY LTD,HONG KONG,,,,,2250.0,,MS. LAI HA  NGAI
INTERNATIONAL MEAL COMPANY ALIMENTACAO SA,BRAZIL,,,,,,,MR. ALEXANDRE  DE JESUS SANTORO
INTERNATIONAL MEDICAL CENTER OF BIOMATERIALS PROCESSING AND CRYOSTORAGE PUBLIC JOINT-STOCK COMPANY,RUSSIA,,,,,,,
INTERNATIONAL PERSONAL FINANCE PLC,UNITED KINGDOM,,,,,11205.0,,MR. GERARD JUDE RYAN
INTERNATIONAL PUBLIC PARTNERSHIPS LD,UK,INVESTMENTS,2006.0,4074000000.0,154000000.0,,HTTPS://WWW.INTERNATIONALPUBLICPARTNERSHIPS.COM/,
INTERNATIONAL TRAINING CENTER FOR BANKERS,BUDAPEST,BANKS,1988.0,,,,,
INTERNATIONALAEROSPARESOÃŒ(11184256),,,,,,,,
